ì˙ït,ójì˙_x,ë‰îÑè„çáåv,ë‰îÑè„,ë‰ëeóòçáåv,ë‰ëeóò,ë≈çû,ëçë≈çû,óòâvó¶,óLå¯S,ì¸è‹S1,BA,MY,èoã ó¶,ãqëÿó¶,ã íPâø,ã óò,äÑêî,èüó¶,åiïiäzïΩãœ,ë‰êî,å≥ÉtÉ@ÉCÉã,ójì˙_y,ïΩãœãCâ∑,ç≈çÇãCâ∑,ç≈í·ãCâ∑,ì˙è∆éûä‘(éûä‘),ïΩãœåªínãCà≥(hPa),ç≈ëÂïóë¨(m/s),ç≈ëÂïóë¨(m/s).2,ïΩãœïóë¨(m/s),ç~êÖó 
2023/4/23,ì˙,12144200,22489,3404506,6305,26042,14062610,0.2803,5.6,5.86,85.88,12588,0.9397,1.6622,0.864,0.242,8.4,0.3759,18892,540,2023,ì˙,15.9,21,10.1,11.6,1017.1,6.1,ìå,3,0
2023/4/24,åé,10425500,19306,822419,1523,24201,13068560,0.0789,5.59,5.86,84.62,12314,0.9801,1.6911,0.798,0.063,9.46,0.4204,18259,540,2023,åé,14.4,18.6,11,0,1019.2,6.4,ìåñkìå,2.3,7
2023/4/25,âŒ,12332100,22837,3269837,6055,25027,13514840,0.2651,5.57,5.84,84.3,12001,0.9387,1.5534,0.912,0.242,8.48,0.3519,19355,540,2023,âŒ,13.9,16.3,11.4,0,1013.1,3.9,êºñkêº,1.6,18.5
2023/4/26,êÖ,10213900,17610,1442060,2486,21421,12424110,0.1412,5.65,5.92,84.05,10963,0.9717,1.5593,0.822,0.116,9.28,0.3983,16350,580,2023,êÖ,18.1,23.3,13.1,7.6,1008.5,9.7,êº,5.1,7.5
2023/4/27,ñÿ,9326000,16079,1920987,3312,18866,10942340,0.206,5.58,5.82,83.83,9862,0.9547,1.544,0.852,0.176,8.87,0.3638,14270,580,2023,ñÿ,15,19.9,8.8,11.3,1019.4,4.8,ìåìÏìå,2.8,0
2023/4/28,ã‡,9408500,16222,2563392,4420,19881,11530850,0.2725,5.56,5.8,84.01,10026,0.9272,1.5687,0.816,0.222,8.17,0.3483,13258,580,2023,ã‡,17.3,23.2,10.8,7.6,1019.2,7.1,ìåìÏìå,3.1,0
2023/4/29,ìy,13470900,23226,2309061,3981,26850,15572840,0.1714,5.58,5.81,83.92,13073,0.9711,1.663,0.865,0.148,9.23,0.4017,21438,580,2023,ìy,18.5,21.8,16.2,0,1010.5,5.4,êºìÏêº,1.4,27
2023/4/30,ì˙,12381400,21347,729039,1257,26262,15231710,0.0589,5.56,5.8,84.39,12763,0.9683,1.658,0.813,0.048,9.15,0.3983,19539,580,2023,ì˙,17.8,21.1,13.7,2.2,1008.4,8.3,êº,3.5,0.5
2023/5/1,åé,9298700,16032,1672339,2883,19912,11548970,0.1798,5.57,5.8,83.09,10002,0.9614,1.6041,0.805,0.145,9,0.3897,14434,580,2023,åé,18,27,11.7,12.7,1014.4,7.1,êº,3.1,0
2023/5/2,âŒ,11019800,19000,2910828,5019,22059,12794150,0.2641,5.53,5.75,84.15,10839,0.9406,1.6022,0.861,0.228,8.49,0.3621,16131,580,2023,âŒ,16.7,22.6,11,12.4,1022.2,6,ìå,3,0
2023/5/3,êÖ,11060100,19069,2066783,3563,22714,13173980,0.1869,5.51,5.74,84.26,11698,0.9635,1.6096,0.84,0.157,9.06,0.3931,17273,580,2023,êÖ,16.6,21.9,9.2,7.7,1023.1,6.2,ìå,2.9,0
2023/5/4,ñÿ,11318000,19514,1005172,1733,25269,14656210,0.0888,5.53,5.76,83.65,12597,0.9722,1.6839,0.772,0.069,9.25,0.3948,18046,580,2023,ñÿ,18.5,21.2,16.7,0,1017.9,4.1,ìåñkìå,1.9,5.5
2023/5/5,ã‡,11695500,20165,3209760,5534,25912,15028940,0.2744,5.54,5.76,84.39,12251,0.9338,1.7233,0.778,0.214,8.19,0.3845,16508,580,2023,ã‡,20.4,24.3,16.6,1.7,1012.5,6.6,ìÏìÏìå,2.6,0
2023/5/6,ìy,12529400,21602,1748113,3014,27066,15698230,0.1395,5.52,5.74,84.94,13103,0.9815,1.7065,0.798,0.111,9.49,0.4431,20500,580,2023,ìy,22.6,25,20.2,0,1007,6.4,ìÏ,2.3,0
2023/5/7,ì˙,13527400,23323,4177459,7203,28425,16486730,0.3088,5.52,5.73,84.12,13242,0.9234,1.7016,0.821,0.253,7.93,0.3655,18501,580,2023,ì˙,21.9,24.1,18.5,0,1001.8,6.6,êºìÏêº,2.3,23
2023/5/9,âŒ,8212700,14160,1060138,1828,20042,11624110,0.1291,5.53,5.76,83.44,10080,0.9631,1.6154,0.707,0.091,9.02,0.3759,12771,580,2023,âŒ,16.9,22.6,10.3,12.3,1013,6.2,ìåñkìå,3.2,0
2023/5/10,êÖ,9826200,16942,1604585,2767,20934,12141700,0.1633,5.54,5.78,83.83,10477,0.9579,1.5951,0.809,0.132,8.91,0.3534,15096,580,2023,êÖ,17.8,23,12,11.1,1014.1,5,ìåìÏìå,2.9,0
2023/5/11,ñÿ,9595300,16544,2337525,4030,20585,11939510,0.2436,5.6,5.86,84.16,10219,0.9273,1.6125,0.804,0.196,8.13,0.3638,13453,580,2023,ñÿ,18.1,23.4,12.4,9.4,1016.2,5,ìåìÏìå,2.6,0
2023/5/12,ã‡,8821700,15210,1346068,2321,18898,10960680,0.1526,5.59,5.82,83.99,9874,0.9841,1.5988,0.805,0.123,9.59,0.3983,14579,580,2023,ã‡,18.4,23.6,11.5,8.4,1017,6.3,ìå,3,0
2023/5/13,ìy,13063400,22523,3141331,5416,26902,15602880,0.2405,5.56,5.8,84.43,12906,0.928,1.6789,0.837,0.201,8.1,0.3397,18238,580,2023,ìy,17.5,19.7,15.9,0,1013,3.8,ñkñkìå,1.4,16.5
2023/5/14,ì˙,11910800,20536,1825781,3148,25377,14718590,0.1533,5.56,5.8,83.94,12393,0.9531,1.6869,0.809,0.124,8.74,0.3862,17945,580,2023,ì˙,18.9,22.8,15.8,7.8,1007.3,5,ìå,2.5,1
2023/5/15,åé,7718900,13308,699320,1206,16500,9570030,0.0906,5.55,5.79,84.41,9172,0.9939,1.6024,0.807,0.073,9.84,0.3534,13096,580,2023,åé,19.5,24.4,15.2,11.8,1008.6,6.4,ìå,2.9,0
2023/5/16,âŒ,7782100,13417,931490,1606,16530,9587360,0.1197,5.55,5.78,85.09,9093,0.973,1.6093,0.812,0.097,9.3,0.3707,12475,580,2023,âŒ,21.5,28.3,15.6,12.5,1012.2,5.8,ìåìÏìå,2.6,0
2023/5/17,êÖ,7390400,12742,1776928,3064,16034,9299760,0.2404,5.53,5.78,84.22,8481,0.9225,1.5497,0.795,0.191,8.08,0.3448,10300,580,2023,êÖ,22.9,27.9,17.4,11,1014.7,4.9,ìåìÏìå,2.4,0
2023/5/18,ñÿ,8564200,14766,1104836,1905,19413,11259670,0.129,5.55,5.79,83.54,9853,0.9644,1.635,0.761,0.098,9.06,0.3879,13381,580,2023,ñÿ,19.4,22.8,16.9,0,1011.4,5.7,ñkìå,2.8,34.5
2023/5/19,ã‡,10333500,17816,2546133,4390,22124,12832050,0.2464,5.52,5.76,85.26,10914,0.9513,1.6123,0.805,0.198,8.74,0.3862,15569,580,2023,ã‡,20,24.1,17.5,1.8,1002.6,6.3,ìåìÏìå,3,6
2023/5/20,ìy,12627000,21771,3713380,6402,26144,15163580,0.2941,5.54,5.77,83.8,12104,0.9301,1.642,0.833,0.245,8.18,0.3741,17805,580,2023,ìy,22.1,25.7,19.4,8.2,1006.8,5.8,ìå,2.5,0
2023/5/21,ì˙,12043000,20764,2668738,4601,26700,15486190,0.2216,5.52,5.74,83.84,12736,0.9471,1.7075,0.778,0.172,8.56,0.3828,17766,580,2023,ì˙,22.7,26.6,20,11.5,1007.6,6.8,ìåìÏìå,2.5,0
2023/5/22,åé,10035200,17302,2272010,3917,20793,12059860,0.2264,5.53,5.76,84.07,10763,0.9523,1.5862,0.832,0.188,8.79,0.3879,15216,580,2023,åé,21.6,26.7,18.2,8.1,1003.7,6,ìå,3.1,6
2023/5/24,êÖ,9333000,16091,2306874,3977,19570,11350780,0.2472,5.6,5.84,84.27,10161,0.9395,1.5871,0.822,0.203,8.48,0.35,13639,580,2023,êÖ,18.7,23.7,12.8,11.6,1012.4,6.4,ìå,3.2,0
2023/5/25,ñÿ,8907800,15358,2343204,4040,16921,9814310,0.2631,5.59,5.84,85.37,9328,0.9281,1.5501,0.908,0.239,8.24,0.3414,12651,580,2023,ñÿ,20.2,24.1,16.6,4.3,1017.3,5.7,ìå,2.9,0
2023/5/26,ã‡,8446300,14563,638363,1101,19128,11093980,0.0756,5.63,5.87,85.26,10031,0.9725,1.606,0.761,0.058,9.28,0.3931,13520,580,2023,ã‡,21.6,25.8,18.1,9.6,1019.6,6.4,ìåìÏìå,3,0
2023/5/27,ìy,11361500,19589,2284326,3938,23793,13800070,0.2011,5.6,5.83,84.46,11459,0.9383,1.6586,0.823,0.166,8.38,0.3948,16418,580,2023,ìy,21.8,24.7,20.1,4.1,1019.6,7.5,ìå,4.2,0
2023/5/28,ì˙,10854300,18714,1667179,2874,23715,13754700,0.1536,5.57,5.81,84.74,11858,0.9798,1.7385,0.789,0.121,9.44,0.4397,17661,580,2023,ì˙,21.3,23.7,19.6,0,1016.7,4.1,ìå,2,1.5
2023/5/29,åé,7834500,13508,1847616,3186,16675,9671230,0.2358,5.57,5.79,84.32,8720,0.932,1.5528,0.81,0.191,8.3,0.3241,11215,580,2023,åé,27.1,34,19.9,10.3,1010.8,7.9,êºìÏêº,3.2,0
2023/5/30,âŒ,7355500,12682,1137252,1961,15945,9247890,0.1546,5.58,5.81,83.83,8762,0.9941,1.5943,0.795,0.123,9.85,0.3724,12487,580,2023,âŒ,25.7,30.9,22.8,3.6,1007.5,7.3,ìÏêº,3.6,0
2023/5/31,êÖ,8464000,14593,2098985,3619,18904,10964360,0.248,5.56,5.8,84.62,9682,0.948,1.6335,0.772,0.191,8.64,0.4017,12604,580,2023,êÖ,19.8,23,18.6,0,1009.1,5.3,ñkìå,2.5,40.5
2023/6/1,ñÿ,8206600,14149,984006,1697,18074,10482760,0.1199,5.57,5.81,84.08,9815,0.9509,1.5974,0.783,0.094,8.75,0.3672,12387,580,2023,ñÿ,19.9,21.1,18.6,0,1007.9,4,ñkìå,1.4,53.5
2023/6/2,ã‡,9862700,17005,2784567,4801,20366,11812430,0.2823,5.57,5.8,84.43,10326,0.9293,1.5865,0.835,0.236,8.23,0.3483,13993,580,2023,ã‡,22.1,23.4,20.4,0,996.8,6.5,ñkìå,3.1,148
2023/6/3,ìy,10327300,17806,1781118,3071,22288,12927100,0.1725,5.57,5.81,84.7,11211,0.9634,1.6539,0.799,0.138,9.03,0.3621,16087,580,2023,ìy,23.7,29.6,18.4,12.7,1002.4,7.3,ìåìÏìå,3,0
2023/6/4,ì˙,9869600,17017,969737,1672,22135,12838190,0.0983,5.57,5.8,83.94,11225,0.9939,1.6964,0.769,0.076,9.83,0.4241,16731,580,2023,ì˙,22.2,27.8,16.9,13.2,1009.3,5.5,ìåìÏìå,3.2,0
2023/6/5,åé,10156500,17511,1907759,3289,20853,12094650,0.1878,5.54,5.77,83.98,10582,0.9512,1.5533,0.84,0.158,8.79,0.3759,15397,580,2023,åé,22.1,27.7,17.5,1.1,1009.9,4.4,ìåìÏìå,2.3,0
2023/6/7,êÖ,8128100,14014,1494882,2577,18162,10534110,0.1839,5.57,5.81,84.62,9545,0.9618,1.5605,0.772,0.142,9.04,0.3397,12667,580,2023,êÖ,21.9,26.8,16.4,6.2,1008.7,3.8,ìåìÏìå,1.9,0
2023/6/8,ñÿ,9472200,16331,1732628,2987,21822,12656480,0.1829,5.55,5.8,85.52,10379,0.9594,1.6547,0.748,0.137,8.92,0.3793,14570,580,2023,ñÿ,20.3,23,19.2,0,1005.3,6,êºìÏêº,2.1,82.5
2023/6/9,ã‡,8264200,14249,768213,1325,18711,10852570,0.093,5.54,5.78,84.52,9959,0.9707,1.6072,0.761,0.071,9.25,0.3586,13174,580,2023,ã‡,22,25.2,19.5,1.4,1004.8,7.8,êº,2.4,0
2023/6/10,ìy,12974700,22370,2140820,3691,26653,15458460,0.165,5.52,5.76,84.38,12954,0.9629,1.6485,0.839,0.138,9.03,0.4138,20208,580,2023,ìy,19.7,20.9,18.7,0,1007.7,4.6,ìå,1.7,72.5
2023/6/11,ì˙,12562800,21660,3032835,5229,26301,15254400,0.2414,5.5,5.74,84.65,12557,0.9431,1.6455,0.824,0.199,8.52,0.3776,18458,580,2023,ì˙,21.5,23.7,20.2,0,1006.5,4.7,ìå,2,44.5
2023/6/12,åé,8648100,14911,2324876,4008,18024,10454120,0.2688,5.51,5.75,84.75,9599,0.9389,1.5914,0.827,0.222,8.47,0.3483,12631,580,2023,åé,22.5,25.4,20.5,0.1,1004.4,5.8,ìåñkìå,2.2,2
2023/6/13,âŒ,7529800,12982,430048,741,16918,9812300,0.0571,5.54,5.77,86.5,9264,0.9845,1.6378,0.767,0.044,9.59,0.4103,12452,580,2023,âŒ,23.6,26.6,21.2,1.1,1003.7,5.4,ìåìÏìå,2.4,7
2023/6/14,êÖ,8202900,14143,1300482,2242,18223,10569200,0.1585,5.51,5.76,84.5,9785,0.9652,1.6027,0.776,0.123,9.11,0.3862,12880,580,2023,êÖ,23.2,24.5,22.1,0.1,1004,3.8,ñkñkìå,1.8,6
2023/6/15,ñÿ,8764300,15111,906570,1563,19475,11295650,0.1034,5.47,5.73,83.94,10398,0.9789,1.6043,0.776,0.08,9.46,0.3793,14287,580,2023,ñÿ,22.4,26.5,20.2,3.9,1006.5,4.1,ìåìÏìå,1.9,5.5
2023/6/16,ã‡,9274600,15991,2329714,4017,20103,11659880,0.2512,5.47,5.7,84.03,10481,0.9448,1.5946,0.795,0.2,8.6,0.3534,13748,580,2023,ã‡,22.6,26.9,18.2,6.8,1011.8,5.1,êºñkêº,2.5,0
2023/6/17,ìy,11097900,19134,3078466,5308,22710,13171720,0.2774,5.48,5.71,84.34,11138,0.9293,1.6398,0.843,0.234,8.18,0.3552,15653,580,2023,ìy,23.8,29.2,19.6,6.2,1012.5,4.3,ìÏìÏêº,2.2,0
2023/6/18,ì˙,13024600,22456,2861906,4934,27454,15923130,0.2197,5.48,5.7,84.37,13139,0.927,1.6765,0.818,0.18,8.08,0.3862,18149,580,2023,ì˙,21.4,22.5,20.5,0,1006.6,3.9,êºñkêº,1.6,13.5
2023/6/19,åé,11233500,19368,3027907,5221,23295,13511030,0.2695,5.45,5.7,84.22,11490,0.9389,1.5482,0.831,0.224,8.5,0.3466,16464,580,2023,åé,24.3,29.7,19,12.9,1003.3,4.8,ìåìÏìå,2.8,0
2023/6/21,êÖ,9499000,16378,2297893,3962,20079,11645570,0.2419,5.47,5.7,84.74,10230,0.9292,1.577,0.816,0.197,8.23,0.3483,13479,580,2023,êÖ,23.3,24.3,22.5,0,1004.3,5.1,ìåìÏìå,2.8,30.5
2023/6/22,ñÿ,9580200,16518,2487460,4289,19930,11559430,0.2596,5.47,5.71,84.31,10362,0.9293,1.6064,0.829,0.215,8.22,0.3362,13571,580,2023,ñÿ,25.6,31.4,21,11.7,1002,7.4,êº,4.3,0
2023/6/23,ã‡,9211100,15881,1752778,3022,19469,11291840,0.1903,5.49,5.73,84.09,9987,0.9579,1.588,0.816,0.155,8.93,0.3672,14187,580,2023,ã‡,25.3,29.7,20.9,6.9,1007.6,6.7,ìåìÏìå,3.5,0
2023/6/24,ìy,11567200,19943,2557444,4409,25052,14530260,0.2211,5.54,5.8,83.9,11994,0.9399,1.6639,0.796,0.176,8.42,0.3672,16799,580,2023,ìy,24.6,27.9,21.8,2.2,1012.5,4.7,ìå,2.3,0
2023/6/25,ì˙,12161000,20967,2005965,3459,24719,14337080,0.165,5.54,5.79,84.05,12905,0.9704,1.6372,0.848,0.14,9.23,0.3862,19359,580,2023,ì˙,23.7,26.2,22.2,0,1013.8,3.7,ñkêº,1.2,7
2023/6/26,åé,8952100,15435,2274613,3922,18729,10863090,0.2541,5.54,5.79,83.92,9358,0.9215,1.5478,0.824,0.209,8.09,0.3362,12490,580,2023,åé,27.4,32.7,22.2,6.1,1012.5,5.3,êº,2.4,0
2023/6/27,âŒ,8264900,14250,1698931,2929,17975,10425700,0.2056,5.51,5.76,83.89,9562,0.9471,1.5687,0.793,0.163,8.68,0.35,12364,580,2023,âŒ,29,34.7,23.7,8,1012.9,6.9,êºìÏêº,3.6,0
2023/6/28,êÖ,8110900,13984,2376106,4097,17011,9866580,0.293,5.53,5.77,84.28,8963,0.9252,1.5733,0.822,0.241,8.14,0.3448,11379,580,2023,êÖ,28.8,33.6,25.2,6,1011.3,7.6,êºìÏêº,3.9,0
2023/6/29,ñÿ,8109200,13981,2044133,3524,16962,9838060,0.2521,5.51,5.77,83.75,8973,0.9523,1.5521,0.824,0.208,8.82,0.3655,12336,580,2023,ñÿ,29.1,34,25.6,5.9,1007.9,9.3,êºìÏêº,4.1,0
2023/6/30,ã‡,9676000,16683,2415034,4164,19120,11089530,0.2496,5.54,5.76,84.3,9724,0.9297,1.5693,0.873,0.218,8.26,0.3603,13780,580,2023,ã‡,27.8,31.9,26,1.7,1005.2,8.3,êºìÏêº,3.7,13.5
2023/7/1,ìy,12892000,22228,3009169,5188,26678,15473220,0.2334,5.53,5.78,83.73,12776,0.9425,1.6529,0.833,0.194,8.51,0.4155,18916,580,2023,ìy,25.1,27.5,23.8,0.1,1006,7.3,êºìÏêº,2.5,75
2023/7/2,ì˙,12811900,22089,2840902,4898,26104,15140490,0.2217,5.51,5.77,84.27,12727,0.931,1.6481,0.846,0.188,8.22,0.3828,18157,580,2023,ì˙,27.6,32.7,23.6,5,1008.3,7,êºìÏêº,3.4,0.5
2023/7/3,åé,12167800,20979,1793348,3092,23888,13854850,0.1474,5.51,5.75,83.83,12193,0.9624,1.5883,0.878,0.129,9.06,0.4069,19009,580,2023,åé,23.6,28.1,21.8,0,1006.4,6.2,ñkìå,2,186.5
2023/7/4,âŒ,9285200,16009,2304420,3973,19766,11464300,0.2482,5.52,5.77,84.33,9888,0.919,1.5586,0.81,0.201,8,0.3224,12813,580,2023,âŒ,24.5,28.4,22,0.9,1003.1,4.8,ìåìÏìå,1.7,6.5
2023/7/6,ñÿ,9883600,17041,1306396,2252,21771,12626940,0.1322,5.56,5.77,83.96,10716,0.974,1.6723,0.783,0.103,9.3,0.4103,15848,580,2023,ñÿ,28,30.5,25.8,7.7,1003.1,5.3,êºìÏêº,2.7,0
2023/7/7,ã‡,10577800,18238,2642811,4557,22027,12775800,0.2498,5.48,5.69,83.18,10946,0.9461,1.6014,0.828,0.207,8.63,0.3793,15730,580,2023,ã‡,29,34.3,25.1,3.1,1005.4,7.6,êºìÏêº,3.1,9.5
2023/7/8,ìy,13658600,23549,1709343,2947,28343,16439110,0.1251,5.51,5.73,83.56,14004,0.9903,1.7212,0.831,0.104,9.73,0.4052,22925,580,2023,ìy,30.4,33.7,28.1,6.7,1006.1,9.4,êºìÏêº,5.4,0
2023/7/9,ì˙,12144400,20939,2534233,4369,24624,14281900,0.2087,5.54,5.77,84.11,12334,0.9456,1.6273,0.85,0.177,8.61,0.3362,18021,580,2023,ì˙,30.5,34.1,28,8.3,1007.1,9.1,êºìÏêº,5.5,0
2023/7/10,åé,9635000,16612,1568302,2704,21312,12361040,0.1628,5.54,5.74,83.58,10736,0.9349,1.6281,0.779,0.127,8.32,0.3569,13815,580,2023,åé,31,35.3,28,11.1,1008.3,8.5,êºìÏêº,5,0
2023/7/11,âŒ,9379500,16172,2048253,3531,19427,11267710,0.2184,5.54,5.74,84.3,10022,0.9451,1.5867,0.832,0.182,8.61,0.3724,13922,580,2023,âŒ,29.4,35.9,25.9,8.7,1009.6,7.3,êºìÏêº,3.9,0
2023/7/12,êÖ,9077700,15651,561896,969,18547,10757470,0.0619,5.53,5.75,83.73,10065,0.9825,1.5808,0.844,0.052,9.56,0.381,14957,580,2023,êÖ,29.7,33.9,26.1,8.1,1008.9,9,êºìÏêº,4.2,0
2023/7/13,ñÿ,8980900,15484,1980246,3414,19428,11268500,0.2205,5.49,5.71,84.14,9864,0.9489,1.6374,0.797,0.176,8.67,0.3759,13420,580,2023,ñÿ,30.4,34.8,26.4,10.4,1008.6,8.1,êºìÏêº),4.1,0
2023/7/14,ã‡,9534900,16439,1041946,1796,19834,11503610,0.1093,5.51,5.73,83.98,10892,1.005,1.5802,0.829,0.091,10.13,0.3828,16649,580,2023,ã‡,29.2,33.1,25.1,1.4,1008.3,7.4,êº,2.7,0
2023/7/15,ìy,12605000,21733,2192302,3780,25633,14867200,0.1739,5.49,5.72,83.82,12724,0.9512,1.6376,0.848,0.147,8.74,0.4034,19005,580,2023,ìy,29.4,34.7,25,7.7,1007.9,8,êº,2.8,0
2023/7/16,ì˙,11642000,20072,2496945,4305,25835,14984440,0.2145,5.51,5.72,84.08,12434,0.9392,1.7339,0.777,0.167,8.33,0.3897,16723,580,2023,ì˙,28.7,32.9,24.4,11.8,1010.7,6.7,ìÏìå,2.7,0
2023/7/17,åé,12283500,21178,2447824,4220,25663,14884610,0.1993,5.51,5.73,84.29,12192,0.9575,1.6761,0.825,0.164,8.86,0.3966,18771,580,2023,åé,28.4,31.9,23.9,12.3,1013.1,6.8,ìÏìå,3,0
2023/7/18,âŒ,9194200,15852,2248035,3876,19919,11553270,0.2445,5.5,5.71,83.99,9994,0.925,1.6425,0.796,0.195,8.05,0.3379,12755,580,2023,âŒ,29.1,34.8,25,10.1,1011.8,6.1,ìåìÏìå,2.7,0
2023/7/19,êÖ,8330500,14363,1922489,3315,17570,10190670,0.2308,5.48,5.69,83.57,9314,0.9478,1.592,0.817,0.189,8.67,0.3534,12454,580,2023,êÖ,29,33.6,25.6,4.4,1006.2,8.1,êº,3.4,3.5
2023/7/20,ñÿ,8471800,14607,2227842,3841,17573,10192260,0.263,5.5,5.72,84.28,9130,0.9322,1.5647,0.831,0.219,8.31,0.3431,12135,580,2023,ñÿ,27.9,31.1,25.9,3.1,1006.1,5.5,ìåìÏìå,2.9,0
2023/7/21,ã‡,9145700,15768,1896716,3270,19296,11191390,0.2074,5.49,5.69,83.63,10023,0.9685,1.6045,0.817,0.169,9.19,0.3655,14488,580,2023,ã‡,26.8,30.2,24.8,0.9,1011.1,4.2,ìå,1.8,0
2023/7/22,ìy,11623700,20041,2398195,4135,25568,14829670,0.2063,5.5,5.72,84.39,12149,0.9674,1.7265,0.784,0.162,9.1,0.4224,18235,580,2023,ìy,27.5,31.1,24.2,2.9,1014.2,5,ìåìÏìå,2.1,0
2023/7/23,ì˙,12305000,21216,2031185,3502,25977,15066820,0.1651,5.49,5.72,83.98,12818,0.9606,1.7412,0.817,0.135,8.91,0.3966,18907,580,2023,ì˙,27.9,31.8,25.5,4,1012.7,5.7,ìåìÏìå,2.3,0
2023/7/24,åé,11037900,19031,3378836,5826,22905,13284720,0.3061,5.47,5.69,84.85,10852,0.9283,1.5921,0.831,0.254,8.2,0.3534,15601,580,2023,åé,27.1,32,23.7,6.7,1011.9,6.1,ìåìÏìå,2.4,0.5
2023/7/26,êÖ,8273000,14264,2539150,4378,17241,9999490,0.3069,5.49,5.71,84.66,9447,0.938,1.6271,0.827,0.254,8.41,0.3448,11991,580,2023,êÖ,28.3,32.1,24.8,10,1014.7,4.8,ìå,2.5,0
2023/7/27,ñÿ,8787900,15152,1936903,3339,20331,11791970,0.2204,5.56,5.79,83.88,9916,0.9383,1.644,0.745,0.164,8.37,0.3655,12682,580,2023,ñÿ,28.6,32.8,24.6,9.7,1013.5,5.7,ìåìÏìå,2.5,0
2023/7/28,ã‡,8556800,14753,2407834,4151,18245,10582070,0.2814,5.55,5.78,83.84,9180,0.9271,1.594,0.809,0.228,8.15,0.3534,12021,580,2023,ã‡,28.4,32.6,24.8,9.9,1013.4,5.2,ìåìÏìå,2.7,0
2023/7/29,ìy,11478700,19791,2139243,3688,24403,14153710,0.1864,5.54,5.77,83.77,12199,0.9633,1.6887,0.811,0.151,9.01,0.4,17837,580,2023,ìy,28.4,32.3,24.9,8.7,1013.8,6.8,ìå,3.1,0
2023/7/30,ì˙,11553300,19919,2182712,3763,24845,14410020,0.1889,5.56,5.79,83.66,12126,0.9516,1.6947,0.802,0.151,8.7,0.3793,17335,580,2023,ì˙,26.9,30.4,23,3.1,1013.1,6.6,ìåñkìå,2.8,39
2023/7/31,åé,8571000,14778,2343312,4040,19479,11298020,0.2734,5.52,5.74,83.83,9742,0.9171,1.6489,0.759,0.207,7.82,0.35,11551,580,2023,åé,27.6,30.5,24.9,0.9,1010.9,7,ìåñkìå,3.4,9.5
2023/8/1,âŒ,8439100,14550,1871132,3226,17372,10075600,0.2217,5.54,5.77,83.83,9171,0.9508,1.5731,0.838,0.186,8.76,0.3621,12752,580,2023,âŒ,28.5,31.3,26.4,2.4,1009,8,ìå,4.7,26.5
2023/8/2,êÖ,8129500,14016,1355499,2337,17076,9904160,0.1667,5.53,5.76,83.7,9346,0.9832,1.6114,0.821,0.137,9.56,0.4052,13403,580,2023,êÖ,28,31.4,24.9,4.4,1007.8,7.2,ìåìÏìå,4.1,24
2023/8/3,ñÿ,9275100,15992,1545079,2664,19362,11229860,0.1666,5.59,5.81,84.63,10141,0.9497,1.5892,0.826,0.138,8.72,0.3793,13949,580,2023,ñÿ,28.1,31.4,26.4,7.1,1006.5,7.2,ìåìÏìå,3.8,7.5
2023/8/4,ã‡,8306900,14322,2226797,3839,18235,10576240,0.2681,5.54,5.75,83.52,9131,0.9222,1.5884,0.785,0.211,8.05,0.3259,11528,580,2023,ã‡,27.7,31,25.7,3.9,1004.4,7.5,ìåìÏìå,3.5,9
2023/8/5,ìy,11242700,19384,1927841,3324,24702,14327260,0.1715,5.54,5.78,84.14,12087,0.9617,1.7088,0.785,0.135,8.96,0.3897,17361,580,2023,ìy,27.6,29.8,25.6,0.7,999.1,6.1,ìåìÏìå,3.4,22
2023/8/6,ì˙,11497500,19823,2856846,4926,25253,14646940,0.2485,5.53,5.74,84.13,12467,0.9564,1.7378,0.785,0.195,8.79,0.3759,17430,580,2023,ì˙,28.4,30.9,26.7,1.2,994.6,8.9,ìåñkìå,5.4,15
2023/8/7,åé,9884800,17043,1903877,3283,21756,12618400,0.1926,5.55,5.76,83.83,11261,0.9608,1.6207,0.783,0.151,8.99,0.3517,15324,580,2023,åé,28.3,30.7,26.3,2.3,994.2,10,ìåñkìå,6.5,14.5
2023/8/9,êÖ,9281400,16002,2170939,3743,17789,10317890,0.2339,5.5,5.73,83.6,9665,0.9515,1.5708,0.9,0.21,8.8,0.3707,14083,580,2023,êÖ,27.3,28.6,26.1,0,994.3,13.5,ìå,10.2,163
2023/8/10,ñÿ,12233400,21092,3037051,5236,24086,13970030,0.2483,5.54,5.78,83.97,11744,0.9421,1.6321,0.876,0.217,8.52,0.3621,17979,580,2023,ñÿ,28.8,32.7,26.3,3.6,999.2,8.5,ìÏìÏìå,3.2,78.5
2023/8/11,ã‡,11882800,20488,2686333,4632,24165,14015760,0.2261,5.56,5.79,84.4,11692,0.9435,1.6529,0.848,0.192,8.54,0.3724,17492,580,2023,ã‡,27.8,31.2,25.6,7.7,1003.1,5.9,ìå,2.4,0
2023/8/12,ìy,11631900,20055,2102901,3626,24345,14120140,0.1808,5.57,5.81,84.98,11851,0.9636,1.7064,0.824,0.149,9.03,0.3931,18103,580,2023,ìy,28,31.3,24.8,10.8,1002.9,4.6,ìåìÏìå,2.4,0
2023/8/13,ì˙,11292200,19469,3183822,5489,23722,13758870,0.2819,5.55,5.77,84.74,11628,0.9291,1.6586,0.821,0.231,8.14,0.3845,15855,580,2023,ì˙,28.4,32.5,24.1,12.5,1001.4,4.9,ìåìÏìå,2.6,0
